ProteinId:ID(Protein),EntryName,FullName,:LABEL
P61513,RL37A_HUMAN,Large ribosomal subunit protein eL43,Protein
P63173,RL38_HUMAN,Large ribosomal subunit protein eL38,Protein
P61927,RL37_HUMAN,Large ribosomal subunit protein eL37,Protein
A6NKH3,RL37L_HUMAN,Putative ribosomal protein eL43-like,Protein
Q96EH5,RL39L_HUMAN,Ribosomal protein eL39-like 2,Protein
P62891,RL39_HUMAN,Large ribosomal subunit protein eL39,Protein
Q92901,RL3L_HUMAN,Ribosomal protein uL3-like,Protein
Q9NSD7,RL3R1_HUMAN,Relaxin-3 receptor 1,Protein
Q8TDU9,RL3R2_HUMAN,Relaxin-3 receptor 2,Protein
P39023,RL3_HUMAN,Large ribosomal subunit protein uL3,Protein
P62987,RL40_HUMAN,Ubiquitin-ribosomal protein eL40 fusion protein,Protein
P36578,RL4_HUMAN,Large ribosomal subunit protein uL4,Protein
P46777,RL5_HUMAN,Large ribosomal subunit protein uL18,Protein
Q02878,RL6_HUMAN,Large ribosomal subunit protein eL6,Protein
P62424,RL7A_HUMAN,Large ribosomal subunit protein eL8,Protein
Q6DKI1,RL7L_HUMAN,Ribosomal protein uL30-like,Protein
P18124,RL7_HUMAN,Large ribosomal subunit protein uL30,Protein
P62917,RL8_HUMAN,Large ribosomal subunit protein uL2,Protein
P32969,RL9_HUMAN,Large ribosomal subunit protein uL6,Protein
Q8NHW5,RLA0L_HUMAN,Putative ribosomal protein uL10-like,Protein
P05388,RLA0_HUMAN,Large ribosomal subunit protein uL10,Protein
P05386,RLA1_HUMAN,Large ribosomal subunit protein P1,Protein
P12271,RLBP1_HUMAN,Retinaldehyde-binding protein 1,Protein
P05387,RLA2_HUMAN,Large ribosomal subunit protein P2,Protein
Q13129,RLF_HUMAN,Zinc finger protein Rlf,Protein
Q8N999,RLIG1_HUMAN,RNA ligase 1,Protein
Q86X10,RLGPB_HUMAN,Ral GTPase-activating protein subunit beta,Protein
Q9UHA3,RLP24_HUMAN,Probable ribosome biogenesis protein RLP24,Protein
Q5T653,RM02_HUMAN,Large ribosomal subunit protein uL2m,Protein
Q9Y3B7,RM11_HUMAN,Large ribosomal subunit protein uL11m,Protein
Q9BYD6,RM01_HUMAN,Large ribosomal subunit protein uL1m,Protein
Q6P1L8,RM14_HUMAN,Large ribosomal subunit protein uL14m,Protein
Q7Z7H8,RM10_HUMAN,Large ribosomal subunit protein uL10m,Protein
P52815,RM12_HUMAN,Large ribosomal subunit protein bL12m,Protein
Q9P015,RM15_HUMAN,Large ribosomal subunit protein uL15m,Protein
P09001,RM03_HUMAN,Large ribosomal subunit protein uL3m,Protein
Q9NX20,RM16_HUMAN,Large ribosomal subunit protein uL16m,Protein
Q9BYD3,RM04_HUMAN,Large ribosomal subunit protein uL4m,Protein
Q9NRX2,RM17_HUMAN,Large ribosomal subunit protein bL17m,Protein
Q9BYD2,RM09_HUMAN,Large ribosomal subunit protein bL9m,Protein
Q9NWU5,RM22_HUMAN,Large ribosomal subunit protein uL22m,Protein
Q9BYD1,RM13_HUMAN,Large ribosomal subunit protein uL13m,Protein
Q9P0M9,RM27_HUMAN,Large ribosomal subunit protein bL27m,Protein
Q9BYC9,RM20_HUMAN,Large ribosomal subunit protein bL20m,Protein
Q9BQ48,RM34_HUMAN,Large ribosomal subunit protein bL34m,Protein
Q9H0U6,RM18_HUMAN,Large ribosomal subunit protein uL18m,Protein
Q9BYC8,RM32_HUMAN,Large ribosomal subunit protein bL32m,Protein
Q9P0J6,RM36_HUMAN,Large ribosomal subunit protein bL36m,Protein
Q96A35,RM24_HUMAN,Large ribosomal subunit protein uL24m,Protein
Q8IXM3,RM41_HUMAN,Large ribosomal subunit protein mL41,Protein
P49406,RM19_HUMAN,Large ribosomal subunit protein bL19m,Protein
Q7Z2W9,RM21_HUMAN,Large ribosomal subunit protein bL21m,Protein
Q16540,RM23_HUMAN,Large ribosomal subunit protein uL23m,Protein
Q9NYK5,RM39_HUMAN,Large ribosomal subunit protein mL39,Protein
Q13084,RM28_HUMAN,Large ribosomal subunit protein bL28m,Protein
Q9NZE8,RM35_HUMAN,Large ribosomal subunit protein bL35m,Protein
Q9H9J2,RM44_HUMAN,Large ribosomal subunit protein mL44,Protein
Q9BZE1,RM37_HUMAN,Large ribosomal subunit protein mL37,Protein
Q9HD33,RM47_HUMAN,Large ribosomal subunit protein uL29m,Protein
O75394,RM33_HUMAN,Large ribosomal subunit protein bL33m,Protein
Q9Y6G3,RM42_HUMAN,Large ribosomal subunit protein mL42,Protein
Q86TS9,RM52_HUMAN,Large ribosomal subunit protein mL52,Protein
Q96GC5,RM48_HUMAN,Large ribosomal subunit protein mL48,Protein
Q9NQ50,RM40_HUMAN,Large ribosomal subunit protein mL40,Protein
Q8TCC3,RM30_HUMAN,Large ribosomal subunit protein uL30m,Protein
Q96DB5,RMD1_HUMAN,Regulator of microtubule dynamics protein 1,Protein
A0A3B3IU46,RMACL_HUMAN,RNA guanine-N7 methyltransferase-activating subunit-like protein,Protein
Q9BRJ2,RM45_HUMAN,Large ribosomal subunit protein mL45,Protein
Q96EL3,RM53_HUMAN,Large ribosomal subunit protein mL53,Protein
Q96DV4,RM38_HUMAN,Large ribosomal subunit protein mL38,Protein
Q13405,RM49_HUMAN,Large ribosomal subunit protein mL49,Protein
Q8N983,RM43_HUMAN,Large ribosomal subunit protein mL43,Protein
Q4U2R6,RM51_HUMAN,Large ribosomal subunit protein mL51,Protein
Q96G75,RMD5B_HUMAN,E3 ubiquitin-protein transferase RMND5B,Protein
Q9H2W6,RM46_HUMAN,Large ribosomal subunit protein mL46,Protein
Q96LZ7,RMD2_HUMAN,Regulator of microtubule dynamics protein 2,Protein
Q6P161,RM54_HUMAN,Large ribosomal subunit protein mL54,Protein
Q96DM3,RMC1_HUMAN,Regulator of MON1-CCZ1 complex,Protein
Q7Z7F7,RM55_HUMAN,Large ribosomal subunit protein mL55,Protein
Q8N5N7,RM50_HUMAN,Large ribosomal subunit protein mL50,Protein
Q96E14,RMI2_HUMAN,RecQ-mediated genome instability protein 2,Protein
Q9H9A7,RMI1_HUMAN,RecQ-mediated genome instability protein 1,Protein
Q96TC7,RMD3_HUMAN,Regulator of microtubule dynamics protein 3,Protein
O94763,RMP_HUMAN,Unconventional prefoldin RPB5 interactor 1,Protein
Q9H871,RMD5A_HUMAN,E3 ubiquitin-protein transferase RMND5A,Protein
Q9H9V4,RN122_HUMAN,RING finger protein 122,Protein
Q9ULX5,RN112_HUMAN,RING finger protein 112,Protein
Q5XPI4,RN123_HUMAN,E3 ubiquitin-protein ligase RNF123,Protein
Q96E39,RMXL1_HUMAN,"RNA binding motif protein, X-linked-like-1",Protein
Q96MT1,RN145_HUMAN,RING finger protein 145,Protein
Q9NWS8,RMND1_HUMAN,Required for meiotic nuclear division protein 1 homolog,Protein
O75526,RMXL2_HUMAN,"RNA-binding motif protein, X-linked-like-2",Protein
Q96A37,RN166_HUMAN,E3 ubiquitin-protein ligase RNF166,Protein
Q8NC42,RN149_HUMAN,E3 ubiquitin-protein ligase RNF149,Protein
Q8IUD6,RN135_HUMAN,E3 ubiquitin-protein ligase RNF135,Protein
Q8N7X1,RMXL3_HUMAN,"RNA-binding motif protein, X-linked-like-3",Protein
Q96K19,RN170_HUMAN,E3 ubiquitin-protein ligase RNF170,Protein
Q96EQ8,RN125_HUMAN,E3 ubiquitin-protein ligase RNF125,Protein
Q9Y508,RN114_HUMAN,E3 ubiquitin-protein ligase RNF114,Protein
Q9ULK6,RN150_HUMAN,RING finger protein 150,Protein
Q96D59,RN183_HUMAN,E3 ubiquitin-protein ligase RNF183,Protein
Q8N4F7,RN175_HUMAN,RING finger protein 175,Protein
O00237,RN103_HUMAN,E3 ubiquitin-protein ligase RNF103,Protein
Q9H6Y7,RN167_HUMAN,E3 ubiquitin-protein ligase RNF167,Protein
Q6ZMZ0,RN19B_HUMAN,E3 ubiquitin-protein ligase RNF19B,Protein
Q8WVD3,RN138_HUMAN,E3 ubiquitin-protein ligase RNF138,Protein
Q86T96,RN180_HUMAN,E3 ubiquitin-protein ligase RNF180,Protein
Q9NTX7,RN146_HUMAN,E3 ubiquitin-protein ligase RNF146,Protein
Q2KHN1,RN151_HUMAN,RING finger protein 151,Protein
Q9Y4L5,RN115_HUMAN,E3 ubiquitin-protein ligase RNF115,Protein
Q9BV68,RN126_HUMAN,E3 ubiquitin-protein ligase RNF126,Protein
Q96GF1,RN185_HUMAN,E3 ubiquitin-protein ligase RNF185,Protein
Q6ZNA4,RN111_HUMAN,E3 ubiquitin-protein ligase Arkadia,Protein
Q9H920,RN121_HUMAN,E3 ubiquitin ligase RNF121,Protein
Q8N8N0,RN152_HUMAN,E3 ubiquitin-protein ligase RNF152,Protein
Q9P0P0,RN181_HUMAN,E3 ubiquitin-protein ligase RNF181,Protein
Q6ZRF8,RN207_HUMAN,RING finger protein 207,Protein
Q8TEB7,RN128_HUMAN,E3 ubiquitin-protein ligase RNF128,Protein
Q8IYW5,RN168_HUMAN,E3 ubiquitin-protein ligase RNF168,Protein
Q8WU17,RN139_HUMAN,E3 ubiquitin-protein ligase RNF139,Protein
Q8N7C7,RN148_HUMAN,RING finger protein 148,Protein
A6NIN4,RN227_HUMAN,RING finger protein 227,Protein
Q9NXI6,RN186_HUMAN,E3 ubiquitin-protein ligase RNF186,Protein
Q9H0X6,RN208_HUMAN,RING finger protein 208,Protein
Q96PX1,RN157_HUMAN,E3 ubiquitin ligase RNF157,Protein
Q9Y6U7,RN215_HUMAN,RING finger protein 215,Protein
A0A7I2V3R4,RN228_HUMAN,RING finger protein 228,Protein
Q8WVZ7,RN133_HUMAN,E3 ubiquitin-protein ligase RNF133,Protein
Q495C1,RN212_HUMAN,Probable E3 SUMO-protein ligase RNF212,Protein
Q5TA31,RN187_HUMAN,E3 ubiquitin-protein ligase RNF187,Protein
Q2M238,RN3P1_HUMAN,Putative RRN3-like protein RRN3P1,Protein
A6NIE6,RN3P2_HUMAN,Putative RRN3-like protein RRN3P2,Protein
Q8N6D2,RN182_HUMAN,E3 ubiquitin-protein ligase RNF182,Protein
Q8WVD5,RN141_HUMAN,RING finger protein 141,Protein
Q9NWF9,RN216_HUMAN,E3 ubiquitin-protein ligase RNF216,Protein
Q8NCN4,RN169_HUMAN,E3 ubiquitin-protein ligase RNF169,Protein
Q9NV58,RN19A_HUMAN,E3 ubiquitin-protein ligase RNF19A,Protein
Q05823,RN5A_HUMAN,2-5A-dependent ribonuclease,Protein
Q8TC41,RN217_HUMAN,E3 ubiquitin-protein ligase RNF217,Protein
Q63HN8,RN213_HUMAN,E3 ubiquitin-protein ligase RNF213,Protein
P07998,RNAS1_HUMAN,Ribonuclease pancreatic,Protein
P34096,RNAS4_HUMAN,Ribonuclease 4,Protein
Q5VTB9,RN220_HUMAN,E3 ubiquitin-protein ligase RNF220,Protein
Q9H1E1,RNAS7_HUMAN,Ribonuclease 7,Protein
P10153,RNAS2_HUMAN,Non-secretory ribonuclease,Protein
Q8ND24,RN214_HUMAN,RING finger protein 214,Protein
Q8TDE3,RNAS8_HUMAN,Ribonuclease 8,Protein
A6NCQ9,RN222_HUMAN,RING finger protein 222,Protein
E7ERA6,RN223_HUMAN,RING finger protein 223,Protein
P0DH78,RN224_HUMAN,RING finger protein 224,Protein
M0QZC1,RN225_HUMAN,RING finger protein 225,Protein
Q93091,RNAS6_HUMAN,Ribonuclease K6,Protein
Q86VV4,RNB3L_HUMAN,Ran-binding protein 3-like,Protein
P60153,RNAS9_HUMAN,Inactive ribonuclease-like protein 9,Protein
O60518,RNBP6_HUMAN,Ran-binding protein 6,Protein
Q9NRR4,RNC_HUMAN,Ribonuclease 3,Protein
Q9Y3C5,RNF11_HUMAN,RING finger protein 11,Protein
Q9Y225,RNF24_HUMAN,RING finger protein 24,Protein
Q92730,RND1_HUMAN,Rho-related GTP-binding protein Rho6,Protein
Q9NVW2,RNF12_HUMAN,E3 ubiquitin-protein ligase RLIM,Protein
Q9H0F5,RNF38_HUMAN,E3 ubiquitin-protein ligase RNF38,Protein
P52198,RND2_HUMAN,Rho-related GTP-binding protein RhoN,Protein
Q96BH1,RNF25_HUMAN,E3 ubiquitin-protein ligase RNF25,Protein
Q9H2S5,RNF39_HUMAN,RING finger protein 39,Protein
P61587,RND3_HUMAN,Rho-related GTP-binding protein RhoE,Protein
Q9BY78,RNF26_HUMAN,E3 ubiquitin-protein ligase RNF26,Protein
O43567,RNF13_HUMAN,E3 ubiquitin-protein ligase RNF13,Protein
Q9H4P4,RNF41_HUMAN,E3 ubiquitin-protein ligase NRDP1,Protein
Q99942,RNF5_HUMAN,E3 ubiquitin-protein ligase RNF5,Protein
Q8N5U6,RNF10_HUMAN,E3 ubiquitin-protein ligase RNF10,Protein
Q68DV7,RNF43_HUMAN,E3 ubiquitin-protein ligase RNF43,Protein
Q9UBS8,RNF14_HUMAN,E3 ubiquitin-protein ligase RNF14,Protein
Q96EP0,RNF31_HUMAN,E3 ubiquitin-protein ligase RNF31,Protein
Q9Y252,RNF6_HUMAN,E3 ubiquitin-protein ligase RNF6,Protein
Q7L0R7,RNF44_HUMAN,RING finger protein 44,Protein
Q9BXT8,RNF17_HUMAN,RING finger protein 17,Protein
Q9H0A6,RNF32_HUMAN,RING finger protein 32,Protein
P78317,RNF4_HUMAN,E3 ubiquitin-protein ligase RNF4,Protein
Q969K3,RNF34_HUMAN,E3 ubiquitin-protein ligase RNF34,Protein
O76064,RNF8_HUMAN,E3 ubiquitin-protein ligase RNF8,Protein
O94941,RNF37_HUMAN,RING finger protein 37,Protein
Q8TDP1,RNH2C_HUMAN,Ribonuclease H2 subunit C,Protein
Q5M7Z0,RNFT1_HUMAN,E3 ubiquitin-protein ligase RNFT1,Protein
O75792,RNH2A_HUMAN,Ribonuclease H2 subunit A,Protein
O60930,RNH1_HUMAN,Ribonuclease H1,Protein
Q96EX2,RNFT2_HUMAN,E3 ubiquitin-protein ligase RNFT2,Protein
Q5TBB1,RNH2B_HUMAN,Ribonuclease H2 subunit B,Protein
Q6P5S7,RNK_HUMAN,Ribonuclease kappa,Protein
Q5VYX0,RNLS_HUMAN,Renalase,Protein
Q96LT9,RNPC3_HUMAN,RNA-binding region-containing protein 3,Protein
Q9HAU8,RNPL1_HUMAN,Aminopeptidase RNPEPL1,Protein
Q5GAN6,RNS10_HUMAN,Inactive ribonuclease-like protein 10,Protein
Q8TAA1,RNS11_HUMAN,Probable ribonuclease 11,Protein
Q15287,RNPS1_HUMAN,RNA-binding protein with serine-rich domain 1,Protein
Q5GAN4,RNS12_HUMAN,Probable inactive ribonuclease-like protein 12,Protein
Q5GAN3,RNS13_HUMAN,Probable inactive ribonuclease-like protein 13,Protein
O00584,RNT2_HUMAN,Ribonuclease T2,Protein
Q9H777,RNZ1_HUMAN,Zinc phosphodiesterase ELAC protein 1,Protein
Q9BQ52,RNZ2_HUMAN,Zinc phosphodiesterase ELAC protein 2,Protein
P09651,ROA1_HUMAN,Heterogeneous nuclear ribonucleoprotein A1,Protein
P19474,RO52_HUMAN,E3 ubiquitin-protein ligase TRIM21,Protein
Q9Y6N7,ROBO1_HUMAN,Roundabout homolog 1,Protein
P10155,RO60_HUMAN,RNA-binding protein RO60,Protein
Q9HCK4,ROBO2_HUMAN,Roundabout homolog 2,Protein
Q13151,ROA0_HUMAN,Heterogeneous nuclear ribonucleoprotein A0,Protein
Q96MS0,ROBO3_HUMAN,Roundabout homolog 3,Protein
Q13464,ROCK1_HUMAN,Rho-associated protein kinase 1,Protein
P22626,ROA2_HUMAN,Heterogeneous nuclear ribonucleoproteins A2/B1,Protein
Q8WZ75,ROBO4_HUMAN,Roundabout homolog 4,Protein
Q9GZN7,ROGDI_HUMAN,Protein rogdi homolog,Protein
P51991,ROA3_HUMAN,Heterogeneous nuclear ribonucleoprotein A3,Protein
O75116,ROCK2_HUMAN,Rho-associated protein kinase 2,Protein
Q03395,ROM1_HUMAN,Rod outer segment membrane protein 1,Protein
P35398,RORA_HUMAN,Nuclear receptor ROR-alpha,Protein
Q99729,ROAA_HUMAN,Heterogeneous nuclear ribonucleoprotein A/B,Protein
Q04912,RON_HUMAN,Macrophage-stimulating protein receptor,Protein
P60602,ROMO1_HUMAN,Reactive oxygen species modulator 1,Protein
A6NIZ1,RP1BL_HUMAN,Ras-related protein Rap-1b-like protein,Protein
Q9HAT0,ROP1A_HUMAN,Ropporin-1A,Protein
Q92753,RORB_HUMAN,Nuclear receptor ROR-beta,Protein
Q01973,ROR1_HUMAN,Inactive tyrosine-protein kinase transmembrane receptor ROR1,Protein
Q8IWN7,RP1L1_HUMAN,Retinitis pigmentosa 1-like 1 protein,Protein
Q9BZX4,ROP1B_HUMAN,Ropporin-1B,Protein
Q96C74,ROP1L_HUMAN,Ropporin-1-like protein,Protein
Q9Y2J0,RP3A_HUMAN,Rabphilin-3A,Protein
P56715,RP1_HUMAN,Oxygen-regulated protein 1,Protein
P51449,RORG_HUMAN,Nuclear receptor ROR-gamma,Protein
Q01974,ROR2_HUMAN,Tyrosine-protein kinase transmembrane receptor ROR2,Protein
Q9H9Y6,RPA2_HUMAN,DNA-directed RNA polymerase I subunit RPA2,Protein
Q8N5L8,RP25L_HUMAN,Ribonuclease P protein subunit p25-like protein,Protein
O15160,RPAC1_HUMAN,DNA-directed RNA polymerases I and III subunit RPAC1,Protein
Q9BWH6,RPAP1_HUMAN,RNA polymerase II-associated protein 1,Protein
Q8TA86,RP9_HUMAN,Retinitis pigmentosa 9 protein,Protein
P53803,RPAB4_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC4",Protein
Q9P1U0,RPA12_HUMAN,DNA-directed RNA polymerase I subunit RPA12,Protein
P08922,ROS1_HUMAN,Proto-oncogene tyrosine-protein kinase ROS,Protein
P61218,RPAB2_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC2",Protein
O95602,RPA1_HUMAN,DNA-directed RNA polymerase I subunit RPA1,Protein
P19388,RPAB1_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC1",Protein
Q8IXW5,RPAP2_HUMAN,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,Protein
O15446,RPA34_HUMAN,DNA-directed RNA polymerase I subunit RPA34,Protein
P52435,RPB11_HUMAN,DNA-directed RNA polymerase II subunit RPB11-a,Protein
P0DPB6,RPAC2_HUMAN,DNA-directed RNA polymerases I and III subunit RPAC2,Protein
Q9GZM3,RPB1B_HUMAN,DNA-directed RNA polymerase II subunit RPB11-b1,Protein
Q9H1A7,RPB1C_HUMAN,DNA-directed RNA polymerase II subunit RPB11-b2,Protein
Q9H6T3,RPAP3_HUMAN,RNA polymerase II-associated protein 3,Protein
Q3B726,RPA43_HUMAN,DNA-directed RNA polymerase I subunit RPA43,Protein
P30876,RPB2_HUMAN,DNA-directed RNA polymerase II subunit RPB2,Protein
P62875,RPAB5_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC5",Protein
P52434,RPAB3_HUMAN,"DNA-directed RNA polymerases I, II, and III subunit RPABC3",Protein
P24928,RPB1_HUMAN,DNA-directed RNA polymerase II subunit RPB1,Protein
O15514,RPB4_HUMAN,DNA-directed RNA polymerase II subunit RPB4,Protein
Q9GZS1,RPA49_HUMAN,DNA-directed RNA polymerase I subunit RPA49,Protein
P62487,RPB7_HUMAN,DNA-directed RNA polymerase II subunit RPB7,Protein
P36954,RPB9_HUMAN,DNA-directed RNA polymerase II subunit RPB9,Protein
P0DPB5,RPC22_HUMAN,"Protein POLR1D, isoform 2",Protein
P19387,RPB3_HUMAN,DNA-directed RNA polymerase II subunit RPB3,Protein
O14802,RPC1_HUMAN,DNA-directed RNA polymerase III subunit RPC1,Protein
Q9Y2Y1,RPC10_HUMAN,DNA-directed RNA polymerase III subunit RPC10,Protein
Q9NW08,RPC2_HUMAN,DNA-directed RNA polymerase III subunit RPC2,Protein
Q2QD12,RPEL1_HUMAN,Ribulose-phosphate 3-epimerase-like protein 1,Protein
Q9H1D9,RPC6_HUMAN,DNA-directed RNA polymerase III subunit RPC6,Protein
P05423,RPC4_HUMAN,DNA-directed RNA polymerase III subunit RPC4,Protein
Q96AT9,RPE_HUMAN,Ribulose-phosphate 3-epimerase,Protein
O75575,RPC9_HUMAN,DNA-directed RNA polymerase III subunit RPC9,Protein
Q9BUI4,RPC3_HUMAN,DNA-directed RNA polymerase III subunit RPC3,Protein
Q9H9Y2,RPF1_HUMAN,Ribosome production factor 1,Protein
Q9BT43,RPC7L_HUMAN,DNA-directed RNA polymerase III subunit RPC7-like,Protein
Q9NVU0,RPC5_HUMAN,DNA-directed RNA polymerase III subunit RPC5,Protein
O15318,RPC7_HUMAN,DNA-directed RNA polymerase III subunit RPC7,Protein
Q9H7B2,RPF2_HUMAN,Ribosome production factor 2 homolog,Protein
Q13905,RPGF1_HUMAN,Rap guanine nucleotide exchange factor 1,Protein
P47736,RPGP1_HUMAN,Rap1 GTPase-activating protein 1,Protein
Q9Y535,RPC8_HUMAN,DNA-directed RNA polymerase III subunit RPC8,Protein
Q684P5,RPGP2_HUMAN,Rap1 GTPase-activating protein 2,Protein
Q16518,RPE65_HUMAN,Retinoid isomerohydrolase,Protein
Q9Y4G8,RPGF2_HUMAN,Rap guanine nucleotide exchange factor 2,Protein
Q96KN7,RPGR1_HUMAN,X-linked retinitis pigmentosa GTPase regulator-interacting protein 1,Protein
O95398,RPGF3_HUMAN,Rap guanine nucleotide exchange factor 3,Protein
Q8WZA2,RPGF4_HUMAN,Rap guanine nucleotide exchange factor 4,Protein
Q92834,RPGR_HUMAN,X-linked retinitis pigmentosa GTPase regulator,Protein
Q92565,RPGF5_HUMAN,Rap guanine nucleotide exchange factor 5,Protein
Q8TEU7,RPGF6_HUMAN,Rap guanine nucleotide exchange factor 6,Protein
Q9UHV5,RPGFL_HUMAN,Rap guanine nucleotide exchange factor-like 1,Protein
P49247,RPIA_HUMAN,Ribose-5-phosphate isomerase,Protein
Q9UNE2,RPH3L_HUMAN,Rab effector Noc2,Protein
Q9Y6S9,RPKL1_HUMAN,Ribosomal protein S6 kinase-like 1,Protein
P04844,RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,Protein
P04843,RPN1_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,Protein
O00411,RPOM_HUMAN,"DNA-directed RNA polymerase, mitochondrial",Protein
Q9H633,RPP21_HUMAN,Ribonuclease P protein subunit p21,Protein
P78345,RPP38_HUMAN,Ribonuclease P protein subunit p38,Protein
O75818,RPP40_HUMAN,Ribonuclease P protein subunit p40,Protein
Q9BUL9,RPP25_HUMAN,Ribonuclease P protein subunit p25,Protein
O95059,RPP14_HUMAN,Ribonuclease P protein subunit p14,Protein
O95707,RPP29_HUMAN,Ribonuclease P protein subunit p29,Protein
P78346,RPP30_HUMAN,Ribonuclease P protein subunit p30,Protein
Q96P16,RPR1A_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 1A,Protein
Q9NQG5,RPR1B_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 1B,Protein
Q5VT52,RPRD2_HUMAN,Regulation of nuclear pre-mRNA domain-containing protein 2,Protein
Q8N4K4,RPRML_HUMAN,Reprimo-like protein,Protein
Q6XPR3,RPTN_HUMAN,Repetin,Protein
Q9NS64,RPRM_HUMAN,Protein reprimo,Protein
A0A8I5KQE6,RPSA2_HUMAN,Small ribosomal subunit protein uS2B,Protein
Q8N122,RPTOR_HUMAN,Regulatory-associated protein of mTOR,Protein
Q7L523,RRAGA_HUMAN,Ras-related GTP-binding protein A,Protein
Q5VZM2,RRAGB_HUMAN,Ras-related GTP-binding protein B,Protein
Q969S9,RRF2M_HUMAN,"Ribosome-releasing factor 2, mitochondrial",Protein
Q9HB90,RRAGC_HUMAN,Ras-related GTP-binding protein C,Protein
Q96E11,RRFM_HUMAN,"Ribosome-recycling factor, mitochondrial",Protein
Q92766,RREB1_HUMAN,Ras-responsive element-binding protein 1,Protein
Q9NQL2,RRAGD_HUMAN,Ras-related GTP-binding protein D,Protein
P62070,RRAS2_HUMAN,Ras-related protein R-Ras2,Protein
P10301,RRAS_HUMAN,Ras-related protein R-Ras,Protein
Q9P2E9,RRBP1_HUMAN,Ribosome-binding protein 1,Protein
P56182,RRP1_HUMAN,Ribosomal RNA processing protein 1 homolog A,Protein
Q96EU6,RRP36_HUMAN,Ribosomal RNA processing protein 36 homolog,Protein
Q9NYV6,RRN3_HUMAN,RNA polymerase I-specific transcription initiation factor RRN3,Protein
Q9Y3B9,RRP15_HUMAN,RRP15-like protein,Protein
Q14684,RRP1B_HUMAN,Ribosomal RNA processing protein 1 homolog B,Protein
Q5JTH9,RRP12_HUMAN,RRP12-like protein,Protein
Q9Y2L1,RRP44_HUMAN,Exosome complex exonuclease RRP44,Protein
O43159,RRP8_HUMAN,Ribosomal RNA-processing protein 8,Protein
Q14690,RRP5_HUMAN,Protein RRP5 homolog,Protein
Q9NQ39,RS10L_HUMAN,Putative ribosomal protein eS10-like,Protein
Q15050,RRS1_HUMAN,Ribosome biogenesis regulatory protein homolog,Protein
Q9Y3A4,RRP7A_HUMAN,Ribosomal RNA-processing protein 7 homolog A,Protein
Q9NSQ0,RRP7B_HUMAN,Putative ribosomal RNA-processing protein 7 homolog B,Protein
P46783,RS10_HUMAN,Small ribosomal subunit protein eS10,Protein
P62280,RS11_HUMAN,Small ribosomal subunit protein uS17,Protein
P25398,RS12_HUMAN,Small ribosomal subunit protein eS12,Protein
P62277,RS13_HUMAN,Small ribosomal subunit protein uS15,Protein
P62263,RS14_HUMAN,Small ribosomal subunit protein uS11,Protein
P62244,RS15A_HUMAN,Small ribosomal subunit protein uS8,Protein
P62841,RS15_HUMAN,Small ribosomal subunit protein uS19,Protein
P62249,RS16_HUMAN,Small ribosomal subunit protein uS9,Protein
P08708,RS17_HUMAN,Small ribosomal subunit protein eS17,Protein
P62269,RS18_HUMAN,Small ribosomal subunit protein uS13,Protein
P39019,RS19_HUMAN,Small ribosomal subunit protein eS19,Protein
P60866,RS20_HUMAN,Small ribosomal subunit protein uS10,Protein
P63220,RS21_HUMAN,Small ribosomal subunit protein eS21,Protein
P62847,RS24_HUMAN,Small ribosomal subunit protein eS24,Protein
P62266,RS23_HUMAN,Small ribosomal subunit protein uS12,Protein
P62854,RS26_HUMAN,Small ribosomal subunit protein eS26,Protein
P62851,RS25_HUMAN,Small ribosomal subunit protein eS25,Protein
P62979,RS27A_HUMAN,Ubiquitin-ribosomal protein eS31 fusion protein,Protein
Q5JNZ5,RS26L_HUMAN,Putative ribosomal protein eS26-like,Protein
P42677,RS27_HUMAN,Small ribosomal subunit protein eS27,Protein
Q71UM5,RS27L_HUMAN,Ribosomal protein eS27-like,Protein
P62857,RS28_HUMAN,Small ribosomal subunit protein eS28,Protein
P62273,RS29_HUMAN,Small ribosomal subunit protein uS14,Protein
P15880,RS2_HUMAN,Small ribosomal subunit protein uS5,Protein
P62945,RS32_HUMAN,Small ribosomal subunit protein eS32,Protein
P61247,RS3A_HUMAN,Small ribosomal subunit protein eS1,Protein
