NodeType: Protein | FullName: Amino acid transporter heavy chain SLC3A1 | EntryName: SLC31_HUMAN | ProteinId: Q07837
NodeType: Protein | FullName: Zinc finger FYVE domain-containing protein 16 | EntryName: ZFY16_HUMAN | ProteinId: Q7Z3T8
NodeType: Protein | FullName: Zinc finger protein 37 homolog | EntryName: ZFP37_HUMAN | ProteinId: Q9Y6Q3
NodeType: Protein | FullName: Zinc finger RNA-binding protein | EntryName: ZFR_HUMAN | ProteinId: Q96KR1
NodeType: Protein | FullName: Zinc finger protein-like 1 | EntryName: ZFPL1_HUMAN | ProteinId: O95159
NodeType: Protein | FullName: Uncharacterized protein ZNF22-AS1 | EntryName: ZFAS1_HUMAN | ProteinId: Q5T742
NodeType: Protein | FullName: Zinc finger homeobox protein 4 | EntryName: ZFHX4_HUMAN | ProteinId: Q86UP3
NodeType: Protein | FullName: Zinc finger protein 40 | EntryName: ZEP1_HUMAN | ProteinId: P15822
NodeType: Protein | FullName: Zinc finger protein 64 | EntryName: ZF64B_HUMAN | ProteinId: Q9NTW7
NodeType: Protein | FullName: Zinc finger FYVE domain-containing protein 21 | EntryName: ZFY21_HUMAN | ProteinId: Q9BQ24
NodeType: Protein | FullName: Zinc finger protein 69 homolog | EntryName: ZFP69_HUMAN | ProteinId: Q49AA0
NodeType: Protein | FullName: Zinc finger protein ZFAT | EntryName: ZFAT_HUMAN | ProteinId: Q9P243
NodeType: Protein | FullName: Zinc finger protein 28 homolog | EntryName: ZFP28_HUMAN | ProteinId: Q8NHY6
NodeType: Protein | FullName: Zinc finger protein 3 homolog | EntryName: ZFP3_HUMAN | ProteinId: Q96NJ6
NodeType: Protein | FullName: AN1-type zinc finger protein 2A | EntryName: ZFN2A_HUMAN | ProteinId: Q8N6M9
NodeType: Protein | FullName: Zinc finger protein 69 homolog B | EntryName: ZF69B_HUMAN | ProteinId: Q9UJL9
NodeType: Protein | FullName: Zinc finger protein 41 homolog | EntryName: ZFP41_HUMAN | ProteinId: Q8N8Y5
NodeType: Protein | FullName: Transcription factor HIVEP2 | EntryName: ZEP2_HUMAN | ProteinId: P31629
NodeType: Protein | FullName: AN1-type zinc finger protein 1 | EntryName: ZFAN1_HUMAN | ProteinId: Q8TCF1
NodeType: Protein | FullName: Zinc finger protein 82 homolog | EntryName: ZFP82_HUMAN | ProteinId: Q8N141
NodeType: Protein | FullName: Zinc finger protein ZFP2 | EntryName: ZFP2_HUMAN | ProteinId: Q6ZN57
NodeType: Protein | FullName: Zinc finger protein 42 homolog | EntryName: ZFP42_HUMAN | ProteinId: Q96MM3
NodeType: Protein | FullName: Zinc finger translocation-associated protein | EntryName: ZFTA_HUMAN | ProteinId: C9JLR9
NodeType: Protein | FullName: GATA-type zinc finger protein 1 | EntryName: ZGLP1_HUMAN | ProteinId: P0C6A0
NodeType: Protein | FullName: Zinc finger FYVE domain-containing protein 26 | EntryName: ZFY26_HUMAN | ProteinId: Q68DK2
NodeType: Protein | FullName: AN1-type zinc finger protein 2B | EntryName: ZFN2B_HUMAN | ProteinId: Q8WV99
NodeType: Protein | FullName: Zinc finger FYVE domain-containing protein 1 | EntryName: ZFYV1_HUMAN | ProteinId: Q9HBF4
NodeType: Protein | FullName: Transcription factor HIVEP3 | EntryName: ZEP3_HUMAN | ProteinId: Q5T1R4
NodeType: Protein | FullName: Zinc finger protein 90 homolog | EntryName: ZFP90_HUMAN | ProteinId: Q8TF47
NodeType: Protein | FullName: Zinc finger X-chromosomal protein | EntryName: ZFX_HUMAN | ProteinId: P17010
NodeType: Protein | FullName: Zinc finger protein 30 homolog | EntryName: ZFP30_HUMAN | ProteinId: Q9Y2G7
NodeType: Protein | FullName: Zinc finger protein 57 homolog | EntryName: ZFP57_HUMAN | ProteinId: Q9NU63
NodeType: Protein | FullName: E3 ubiquitin-protein ligase ZFP91 | EntryName: ZFP91_HUMAN | ProteinId: Q96JP5
NodeType: Protein | FullName: Zinc finger FYVE domain-containing protein 9 | EntryName: ZFYV9_HUMAN | ProteinId: O95405
NodeType: Protein | FullName: 5'-3' DNA helicase ZGRF1 | EntryName: ZGRF1_HUMAN | ProteinId: Q86YA3
NodeType: Protein | FullName: Zinc finger protein ZIC 5 | EntryName: ZIC5_HUMAN | ProteinId: Q96T25
NodeType: Protein | FullName: Protrudin | EntryName: ZFY27_HUMAN | ProteinId: Q5T4F4
NodeType: Protein | FullName: Zinc finger CCCH-type with G patch domain-containing protein | EntryName: ZGPAT_HUMAN | ProteinId: Q8N5A5
NodeType: Protein | FullName: Probable palmitoyltransferase ZDHHC11B | EntryName: ZH11B_HUMAN | ProteinId: P0C7U3
NodeType: Protein | FullName: Zinc finger Y-chromosomal protein | EntryName: ZFY_HUMAN | ProteinId: P08048
NodeType: Protein | FullName: Zinc fingers and homeoboxes protein 3 | EntryName: ZHX3_HUMAN | ProteinId: Q9H4I2
NodeType: Protein | FullName: Zinc finger imprinted 2 | EntryName: ZIM2_HUMAN | ProteinId: Q9NZV7
NodeType: Protein | FullName: Zinc finger imprinted 3 | EntryName: ZIM3_HUMAN | ProteinId: Q96PE6
NodeType: Protein | FullName: Zymogen granule membrane protein 16 | EntryName: ZG16_HUMAN | ProteinId: O60844
NodeType: Protein | FullName: Zinc fingers and homeoboxes protein 1, isoform 2 | EntryName: ZHX1R_HUMAN | ProteinId: Q96EF9
NodeType: Protein | FullName: CREB/ATF bZIP transcription factor | EntryName: ZHANG_HUMAN | ProteinId: Q9NS37
NodeType: Protein | FullName: Zinc finger protein ZIC 1 | EntryName: ZIC1_HUMAN | ProteinId: Q15915
NodeType: Protein | FullName: Zinc fingers and homeoboxes protein 1 | EntryName: ZHX1_HUMAN | ProteinId: Q9UKY1
NodeType: Protein | FullName: Zinc finger protein interacting with ribonucleoprotein K | EntryName: ZIK1_HUMAN | ProteinId: Q3SY52
NodeType: Protein | FullName: Zinc finger protein ZIC 2 | EntryName: ZIC2_HUMAN | ProteinId: O95409
NodeType: Protein | FullName: Zinc fingers and homeoboxes protein 2 | EntryName: ZHX2_HUMAN | ProteinId: Q9Y6X8
NodeType: Protein | FullName: Zinc finger MYM-type protein 1 | EntryName: ZMYM1_HUMAN | ProteinId: Q5SVZ6
NodeType: Protein | FullName: Zinc finger protein ZIC 3 | EntryName: ZIC3_HUMAN | ProteinId: O60481
NodeType: Protein | FullName: Zinc finger matrin-type protein 1 | EntryName: ZMAT1_HUMAN | ProteinId: Q5H9K5
NodeType: Protein | FullName: Zinc finger protein with KRAB and SCAN domains 1 | EntryName: ZKSC1_HUMAN | ProteinId: P17029
NodeType: Protein | FullName: Zinc finger MYM-type protein 2 | EntryName: ZMYM2_HUMAN | ProteinId: Q9UBW7
NodeType: Protein | FullName: Zinc finger protein 114 | EntryName: ZN114_HUMAN | ProteinId: Q8NC26
NodeType: Protein | FullName: Zinc finger matrin-type protein 2 | EntryName: ZMAT2_HUMAN | ProteinId: Q96NC0
NodeType: Protein | FullName: Zinc finger protein ZIC 4 | EntryName: ZIC4_HUMAN | ProteinId: Q8N9L1
NodeType: Protein | FullName: Zinc finger protein with KRAB and SCAN domains 2 | EntryName: ZKSC2_HUMAN | ProteinId: Q63HK3
NodeType: Protein | FullName: Zinc finger protein 117 | EntryName: ZN117_HUMAN | ProteinId: Q03924
NodeType: Protein | FullName: Zinc finger protein 142 | EntryName: ZN142_HUMAN | ProteinId: P52746
NodeType: Protein | FullName: Zinc finger matrin-type protein 3 | EntryName: ZMAT3_HUMAN | ProteinId: Q9HA38
NodeType: Protein | FullName: Zinc finger protein with KRAB and SCAN domains 3 | EntryName: ZKSC3_HUMAN | ProteinId: Q9BRR0
NodeType: Protein | FullName: Zinc finger MYND domain-containing protein 10 | EntryName: ZMY10_HUMAN | ProteinId: O75800
NodeType: Protein | FullName: Zinc finger protein 121 | EntryName: ZN121_HUMAN | ProteinId: P58317
NodeType: Protein | FullName: Zinc finger MYM-type protein 3 | EntryName: ZMYM3_HUMAN | ProteinId: Q14202
NodeType: Protein | FullName: Zinc finger protein 200 | EntryName: ZN200_HUMAN | ProteinId: P98182
NodeType: Protein | FullName: Zinc finger protein 143 | EntryName: ZN143_HUMAN | ProteinId: P52747
NodeType: Protein | FullName: Zinc finger protein 124 | EntryName: ZN124_HUMAN | ProteinId: Q15973
NodeType: Protein | FullName: Zinc finger protein 169 | EntryName: ZN169_HUMAN | ProteinId: Q14929
NodeType: Protein | FullName: Zinc finger protein 202 | EntryName: ZN202_HUMAN | ProteinId: O95125
NodeType: Protein | FullName: Zinc finger matrin-type protein 4 | EntryName: ZMAT4_HUMAN | ProteinId: Q9H898
NodeType: Protein | FullName: Zinc finger protein with KRAB and SCAN domains 4 | EntryName: ZKSC4_HUMAN | ProteinId: Q969J2
NodeType: Protein | FullName: Zinc finger protein 251 | EntryName: ZN251_HUMAN | ProteinId: Q9BRH9
NodeType: Protein | FullName: Zinc finger protein 224 | EntryName: ZN224_HUMAN | ProteinId: Q9NZL3
NodeType: Protein | FullName: Zinc finger protein 174 | EntryName: ZN174_HUMAN | ProteinId: Q15697
NodeType: Protein | FullName: Zinc finger protein with KRAB and SCAN domains 5 | EntryName: ZKSC5_HUMAN | ProteinId: Q9Y2L8
NodeType: Protein | FullName: Zinc finger protein 253 | EntryName: ZN253_HUMAN | ProteinId: O75346
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase 6 | EntryName: UBP6_HUMAN | ProteinId: P35125
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UBR1 | EntryName: UBR1_HUMAN | ProteinId: Q8IWV7
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase 49 | EntryName: UBP49_HUMAN | ProteinId: Q70CQ1
NodeType: Protein | FullName: Ubiquilin-1 | EntryName: UBQL1_HUMAN | ProteinId: Q9UMX0
NodeType: Protein | FullName: UBX domain-containing protein 2A | EntryName: UBX2A_HUMAN | ProteinId: P68543
NodeType: Protein | FullName: UBX domain-containing protein 4 | EntryName: UBXN4_HUMAN | ProteinId: Q92575
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UBR5 | EntryName: UBR5_HUMAN | ProteinId: O95071
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase 8 | EntryName: UBP8_HUMAN | ProteinId: P40818
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase isozyme L1 | EntryName: UCHL1_HUMAN | ProteinId: P09936
NodeType: Protein | FullName: Ubiquilin-2 | EntryName: UBQL2_HUMAN | ProteinId: Q9UHD9
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UBR2 | EntryName: UBR2_HUMAN | ProteinId: Q8IWV8
NodeType: Protein | FullName: Unique cartilage matrix-associated protein | EntryName: UCMA_HUMAN | ProteinId: Q8WVF2
NodeType: Protein | FullName: UBX domain-containing protein 6 | EntryName: UBXN6_HUMAN | ProteinId: Q9BZV1
NodeType: Protein | FullName: Uridine-cytidine kinase 1 | EntryName: UCK1_HUMAN | ProteinId: Q9HA47
NodeType: Protein | FullName: Ubiquilin-3 | EntryName: UBQL3_HUMAN | ProteinId: Q9H347
NodeType: Protein | FullName: Putative E3 ubiquitin-protein ligase UBR7 | EntryName: UBR7_HUMAN | ProteinId: Q8N806
NodeType: Protein | FullName: UBX domain-containing protein 1 | EntryName: UBXN1_HUMAN | ProteinId: Q04323
NodeType: Protein | FullName: Urocortin | EntryName: UCN1_HUMAN | ProteinId: P55089
NodeType: Protein | FullName: Uridine-cytidine kinase 2 | EntryName: UCK2_HUMAN | ProteinId: Q9BZX2
NodeType: Protein | FullName: UBX domain-containing protein 7 | EntryName: UBXN7_HUMAN | ProteinId: O94888
NodeType: Protein | FullName: Ubiquitin-associated and SH3 domain-containing protein A | EntryName: UBS3A_HUMAN | ProteinId: P57075
NodeType: Protein | FullName: Ubiquilin-4 | EntryName: UBQL4_HUMAN | ProteinId: Q9NRR5
NodeType: Protein | FullName: Urocortin-2 | EntryName: UCN2_HUMAN | ProteinId: Q96RP3
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase isozyme L3 | EntryName: UCHL3_HUMAN | ProteinId: P15374
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UBR3 | EntryName: UBR3_HUMAN | ProteinId: Q6ZT12
NodeType: Protein | FullName: Ubiquitin-associated and SH3 domain-containing protein B | EntryName: UBS3B_HUMAN | ProteinId: Q8TF42
NodeType: Protein | FullName: UBX domain-containing protein 8 | EntryName: UBXN8_HUMAN | ProteinId: O00124
NodeType: Protein | FullName: Urocortin-3 | EntryName: UCN3_HUMAN | ProteinId: Q969E3
NodeType: Protein | FullName: Mitochondrial brown fat uncoupling protein 1 | EntryName: UCP1_HUMAN | ProteinId: P25874
NodeType: Protein | FullName: Uridine-cytidine kinase-like 1 | EntryName: UCKL1_HUMAN | ProteinId: Q9NWZ5
NodeType: Protein | FullName: Putative mitochondrial transporter UCP3 | EntryName: UCP3_HUMAN | ProteinId: P55916
NodeType: Protein | FullName: Ubiquitin domain-containing protein 1 | EntryName: UBTD1_HUMAN | ProteinId: Q9HAC8
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase isozyme L5 | EntryName: UCHL5_HUMAN | ProteinId: Q9Y5K5
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A10 | EntryName: UD110_HUMAN | ProteinId: Q9HAW8
NodeType: Protein | FullName: Mitochondrial uncoupling protein 4 | EntryName: UCP4_HUMAN | ProteinId: O95847
NodeType: Protein | FullName: Putative cytochrome b-c1 complex subunit Rieske-like protein 1 | EntryName: UCRIL_HUMAN | ProteinId: P0C7P4
NodeType: Protein | FullName: Brain mitochondrial carrier protein 1 | EntryName: UCP5_HUMAN | ProteinId: O95258
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A8 | EntryName: UD18_HUMAN | ProteinId: Q9HAW9
NodeType: Protein | FullName: Cytochrome b-c1 complex subunit Rieske, mitochondrial | EntryName: UCRI_HUMAN | ProteinId: P47985
NodeType: Protein | FullName: UDP-glucuronosyltransferase 3A1 | EntryName: UD3A1_HUMAN | ProteinId: Q6NUS8
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A1 | EntryName: UD11_HUMAN | ProteinId: P22309
NodeType: Protein | FullName: Dicarboxylate carrier SLC25A8 | EntryName: UCP2_HUMAN | ProteinId: P55851
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A9 | EntryName: UD19_HUMAN | ProteinId: O60656
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B28 | EntryName: UDB28_HUMAN | ProteinId: Q9BY64
NodeType: Protein | FullName: UDP-glucuronosyltransferase 3A2 | EntryName: UD3A2_HUMAN | ProteinId: Q3SY77
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2A1 | EntryName: UD2A1_HUMAN | ProteinId: P0DTE4
NodeType: Protein | FullName: Putative ubiquitin-conjugating enzyme E2 N-like | EntryName: UE2NL_HUMAN | ProteinId: Q5JXB2
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B10 | EntryName: UDB10_HUMAN | ProteinId: P36537
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B11 | EntryName: UDB11_HUMAN | ProteinId: O75310
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2A2 | EntryName: UD2A2_HUMAN | ProteinId: P0DTE5
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A3 | EntryName: UD13_HUMAN | ProteinId: P35503
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B15 | EntryName: UDB15_HUMAN | ProteinId: P54855
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2A3 | EntryName: UD2A3_HUMAN | ProteinId: Q6UWM9
NodeType: Protein | FullName: Ubiquitin recognition factor in ER-associated degradation protein 1 | EntryName: UFD1_HUMAN | ProteinId: Q92890
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B17 | EntryName: UDB17_HUMAN | ProteinId: O75795
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A4 | EntryName: UD14_HUMAN | ProteinId: P22310
NodeType: Protein | FullName: Ubiquitin-fold modifier-conjugating enzyme 1 | EntryName: UFC1_HUMAN | ProteinId: Q9Y3C8
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B4 | EntryName: UD2B4_HUMAN | ProteinId: P06133
NodeType: Protein | FullName: Ubiquitin-conjugating enzyme E2 variant 3 | EntryName: UEVLD_HUMAN | ProteinId: Q8IX04
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A5 | EntryName: UD15_HUMAN | ProteinId: P35504
NodeType: Protein | FullName: UDP-glucuronosyltransferase 2B7 | EntryName: UD2B7_HUMAN | ProteinId: P16662
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1-6 | EntryName: UD16_HUMAN | ProteinId: P19224
NodeType: Protein | FullName: E3 UFM1-protein ligase 1 | EntryName: UFL1_HUMAN | ProteinId: O94874
NodeType: Protein | FullName: UDP-glucuronosyltransferase 1A7 | EntryName: UD17_HUMAN | ProteinId: Q9HAW7
NodeType: Protein | FullName: Ubiquitin-fold modifier 1 | EntryName: UFM1_HUMAN | ProteinId: P61960
NodeType: Protein | FullName: UDP-glucose:glycoprotein glucosyltransferase 1 | EntryName: UGGG1_HUMAN | ProteinId: Q9NYU2
NodeType: Protein | FullName: Tyrosine-protein kinase receptor UFO | EntryName: UFO_HUMAN | ProteinId: P30530
NodeType: Protein | FullName: UDP-glucose 6-dehydrogenase | EntryName: UGDH_HUMAN | ProteinId: O60701
NodeType: Protein | FullName: Ufm1-specific protease 1 | EntryName: UFSP1_HUMAN | ProteinId: Q6NVU6
NodeType: Protein | FullName: UDP-glucose:glycoprotein glucosyltransferase 2 | EntryName: UGGG2_HUMAN | ProteinId: Q9NYU1
NodeType: Protein | FullName: Ufm1-specific protease 2 | EntryName: UFSP2_HUMAN | ProteinId: Q9NUQ7
NodeType: Protein | FullName: UTP--glucose-1-phosphate uridylyltransferase | EntryName: UGPA_HUMAN | ProteinId: Q16851
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UHRF2 | EntryName: UHRF2_HUMAN | ProteinId: Q96PU4
NodeType: Protein | FullName: Serine/threonine-protein kinase Kist | EntryName: UHMK1_HUMAN | ProteinId: Q8TAS1
NodeType: Protein | FullName: BRCA1-A complex subunit RAP80 | EntryName: UIMC1_HUMAN | ProteinId: Q96RL1
NodeType: Protein | FullName: Ubiquitin carboxyl-terminal hydrolase 17-like protein 12 | EntryName: UL17C_HUMAN | ProteinId: C9JPN9
NodeType: Protein | FullName: UAP56-interacting factor | EntryName: UIF_HUMAN | ProteinId: Q96QD9
NodeType: Protein | FullName: E3 ubiquitin-protein ligase UHRF1 | EntryName: UHRF1_HUMAN | ProteinId: Q96T88
NodeType: Protein | FullName: NEDD8-activating enzyme E1 regulatory subunit | EntryName: ULA1_HUMAN | ProteinId: Q13564
NodeType: Protein | FullName: UL16-binding protein 3 | EntryName: ULBP3_HUMAN | ProteinId: Q9BZM4
NodeType: Protein | FullName: UL-16 binding protein 5 | EntryName: ULBP5_HUMAN | ProteinId: Q6H3X3
NodeType: Protein | FullName: UL16-binding protein 6 | EntryName: ULBP6_HUMAN | ProteinId: Q5VY80
NodeType: Protein | FullName: UL16-binding protein 1 | EntryName: ULBP1_HUMAN | ProteinId: Q9BZM6
NodeType: Protein | FullName: Protein unc-45 homolog A | EntryName: UN45A_HUMAN | ProteinId: Q9H3U1
NodeType: Protein | FullName: Protein unc-13 homolog A | EntryName: UN13A_HUMAN | ProteinId: Q9UPW8
NodeType: Protein | FullName: Serine/threonine-protein kinase ULK1 | EntryName: ULK1_HUMAN | ProteinId: O75385
NodeType: Protein | FullName: UL16-binding protein 2 | EntryName: ULBP2_HUMAN | ProteinId: Q9BZM5
NodeType: Protein | FullName: Protein unc-50 homolog | EntryName: UNC50_HUMAN | ProteinId: Q53HI1
NodeType: Protein | FullName: Protein unc-93 homolog A | EntryName: UN93A_HUMAN | ProteinId: Q86WB7
NodeType: Protein | FullName: Serine/threonine-protein kinase ULK2 | EntryName: ULK2_HUMAN | ProteinId: Q8IYT8
NodeType: Protein | FullName: UBAP1-MVB12-associated (UMA)-domain containing protein 1 | EntryName: UMAD1_HUMAN | ProteinId: C9J7I0
NodeType: Protein | FullName: Uncharacterized protein UMODL1-AS1 | EntryName: UMAS1_HUMAN | ProteinId: Q8N2C9
NodeType: Protein | FullName: Protein unc-45 homolog B | EntryName: UN45B_HUMAN | ProteinId: Q8IWX7
NodeType: Protein | FullName: Protein unc-93 homolog B1 | EntryName: UN93B_HUMAN | ProteinId: Q9H1C4
NodeType: Protein | FullName: Uridine 5'-monophosphate synthase | EntryName: UMPS_HUMAN | ProteinId: P11172
NodeType: Protein | FullName: Serine/threonine-protein kinase ULK3 | EntryName: ULK3_HUMAN | ProteinId: Q6PHR2
NodeType: Protein | FullName: Protein unc-13 homolog B | EntryName: UN13B_HUMAN | ProteinId: O14795
NodeType: Protein | FullName: Homeobox protein unc-4 homolog | EntryName: UNC4_HUMAN | ProteinId: A6NJT0
NodeType: Protein | FullName: Netrin receptor UNC5A | EntryName: UNC5A_HUMAN | ProteinId: Q6ZN44
NodeType: Protein | FullName: Serine/threonine-protein kinase ULK4 | EntryName: ULK4_HUMAN | ProteinId: Q96C45
